"","cycle","state","spread"
"622",2020,"Connecticut",-0.200292170061614
"623",2020,"Delaware",-0.189681290225362
"624",2020,"District of Columbia",-0.867523725446921
"625",2020,"Florida",0.033583688970618
"626",2020,"Georgia",-0.00235581884655101
"627",2020,"Hawaii",-0.294647752968393
"628",2020,"Idaho",0.307711626770996
"629",2020,"Illinois",-0.169881917429708
"630",2020,"Indiana",0.16059480705993
"631",2020,"Iowa",0.081976093977601
"632",2020,"Kansas",0.146529592954325
"633",2020,"Kentucky",0.259350570581364
"634",2020,"Louisiana",0.186094256124823
"635",2020,"Maine",-0.090712065613861
"636",2020,"Maine CD-1",-0.230937099424074
"637",2020,"Maine CD-2",0.074388400128604
"638",2020,"Maryland",-0.332103732923283
"639",2020,"Massachusetts",-0.334581519754629
"640",2020,"Michigan",-0.027835275996868
"641",2020,"Minnesota",-0.071101569005706
"642",2020,"Mississippi",0.165371787982896
"643",2020,"Missouri",0.153908740427011
"644",2020,"Montana",0.163690998784112
"645",2020,"National",-0.0445254753899125
"646",2020,"Nebraska",0.190575323902662
"647",2020,"Nebraska CD-1",0.149211211422678
"648",2020,"Nebraska CD-2",-0.065037419111715
"649",2020,"Nebraska CD-3",0.530219006820856
"650",2020,"Nevada",-0.023905346327246
"651",2020,"New Hampshire",-0.073515657754701
"652",2020,"New Jersey",-0.159376728954645
"653",2020,"New Mexico",-0.107926166034427
"654",2020,"New York",-0.231091007543375
"655",2020,"North Carolina",0.013481564232867
"656",2020,"North Dakota",0.333572863779956
"657",2020,"Ohio",0.080319617601696
"658",2020,"Oklahoma",0.330870975120764
"659",2020,"Oregon",-0.160860726077055
"660",2020,"Pennsylvania",-0.0116488363527559
"661",2020,"Rhode Island",-0.207749967648916
"662",2020,"South Carolina",0.116802058146784
