"","cycle","state","state_abb","party","vote_share","total_votes","election_day","incumbant_party","winning_party","state_winner","run_date"
"163",1980,"Alaska","AK","dem",0.264079017955758,41842.0000000001,"1980-11-04","dem","rep","rep",2021-01-11
"164",1980,"Alaska","AK","rep",0.543481965350753,86112.0000000001,"1980-11-04","dem","rep","rep",2021-01-11
"165",1980,"Alaska","AK","other",0.187030199753858,29634,"1980-11-04","dem","rep","rep",2021-01-11
"166",1980,"Arizona","AZ","dem",0.282446835899284,246843,"1980-11-04","dem","rep","rep",2021-01-11
"167",1980,"Arizona","AZ","rep",0.606088483829074,529688,"1980-11-04","dem","rep","rep",2021-01-11
"168",1980,"Arizona","AZ","other",0.111464680271642,97414.0000000002,"1980-11-04","dem","rep","rep",2021-01-11
"169",1980,"Arkansas","AR","dem",0.475226306200468,398041,"1980-11-04","dem","rep","rep",2021-01-11
"170",1980,"Arkansas","AR","rep",0.481342722264805,403164,"1980-11-04","dem","rep","rep",2021-01-11
"171",1980,"Arkansas","AR","other",0.0434309715347273,36377,"1980-11-04","dem","rep","rep",2021-01-11
"172",1980,"California","CA","dem",0.359194369107641,3082943,"1980-11-04","dem","rep","rep",2021-01-11
"173",1980,"California","CA","rep",0.526975028830454,4522994,"1980-11-04","dem","rep","rep",2021-01-11
"174",1980,"California","CA","other",0.113830602061905,977001.000000003,"1980-11-04","dem","rep","rep",2021-01-11
"175",1980,"Colorado","CO","dem",0.31070032504538,368009,"1980-11-04","dem","rep","rep",2021-01-11
"176",1980,"Colorado","CO","rep",0.550689349487104,652264,"1980-11-04","dem","rep","rep",2021-01-11
"177",1980,"Colorado","CO","other",0.138610325467517,164177.000000001,"1980-11-04","dem","rep","rep",2021-01-11
"178",1980,"Connecticut","CT","dem",0.385222056695478,541732,"1980-11-04","dem","rep","rep",2021-01-11
"179",1980,"Connecticut","CT","rep",0.481559570072923,677210,"1980-11-04","dem","rep","rep",2021-01-11
"180",1980,"Connecticut","CT","other",0.13262389913851,186507,"1980-11-04","dem","rep","rep",2021-01-11
"181",1980,"Delaware","DE","dem",0.44874144983621,105754,"1980-11-04","dem","rep","rep",2021-01-11
"182",1980,"Delaware","DE","rep",0.472070879372677,111252,"1980-11-04","dem","rep","rep",2021-01-11
"183",1980,"Delaware","DE","other",0.0791876707911129,18662,"1980-11-04","dem","rep","rep",2021-01-11
